section;name;description;price;brand;image;style;gender
tablasdesurf;Dragonfly;Es una tabla de surf muy rápida con la que podrás surfear todo tipo de olas sin problema. Su cola pintail te permitirá realizar bottom turns y cutbacks con gran facilidad sin perder flow y manteniendo la sensación de control a lo largo de la ola. Su shape clásico inspirado en la mítica Scorpion de Takayama la convierte en uno de los modelos más vendidos de Honey Surfboards.;489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/honey-dragonfly-orange.jpg;Fun Boards;
tablasdesurf;Hellcat;"La Honey Hellcat está inspirada en una tabla de surf con diseño moderno pero con muchos litros repartidos de manera equilibrada. Es una máquina de pillar olas gracias a su volumen extra y su centro de gravedad un poco adelantado que facilitan la remada. Es una tabla de surf muy ancha en el centro para asegurarte la estabilidad necesaria para ponerte de pie de manera fácil.
Se fabrica en un rango muy amplio de medidas para que puedes surfear con ella como tabla funboard o mid length. Es una tabla rápida y muy divertida que permite carvear con facilidad y pasar secciones en olas con bastante agua. Una buena tabla para llevar de viaje o para tener un quiver en una sola tabla.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/honey-surf-hellcat.jpg;Fun Boards;
tablasdesurf;Jay Nemo;"La Jay Nemo tiene muy buena remada y te ayudará a pillar muchas olas con poco esfuerzo gracias a su centro de gravedad desplazado hacia la punta. Su superficie extra debajo del pecho te ofrece una gran estabilidad a la hora de ponerte de pie y su cóncavo en doble V le aporta velocidad para pasar secciones en olas rápidas.
Es una tabla divertida que combina perfectamente volumen y superficie en contacto con el agua para asegurarte grandes prestaciones. Su principal diferencia con otras tablas tipo minimalibú es su cola moderna y fina que te permitirá realizar giros y recortes muy cerrados como si fueses en una shortboard.
Su shape clásico inspirado en la mítica Wombat de Bear la convierte en una de nuestras funboards más vendidas.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/jay-nemo-honey-surfboards-green.jpg;Fun Boards;
tablasdesurf;Mega Fun;"La Honey Mega Fun es un funboard avanzado con una punta más estrecha y con un buen rocker que te permitirá realizar el pato con rapidez y seguridad. Se surfea con mucha facilidad y tiene la maniobrabilidad de una tabla corta pero con la potencia de remada de una tabla larga.
Tiene un cóncavo simple muy profundo en su bottom que te ayudará en los giros de canto a canto. Este cóncavo simple profundo termina con un vee entre las quillas que aumenta el flujo de agua y te permite mantener una gran velocidad sobre las olas. A mayor velocidad, mayor facilidad para realizar buenas maniobras y giros.
Inspirada en la mítica Funboard 949 Comp de Bill Stewart, uno de los mejores shapers de la historia del surf y padre del longboard moderno. Con este funboard tu surf dará un salto a mejor y será una compañera inseparable en todo tipo de olas y viajes. Plazo de fabricación y entrega: 3/4 semanas. Fabricada en Europa.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/mega-funboard-honey.jpg;Fun Boards;
tablasdesurf;Minimalibu;"Las tablas de surf minimalibú son un modelo perfecto para olas de todos los tamaños y para todos los niveles de surf. Su forma es muy similar a la de un longboard pero más pequeña. Gracias a su volumen extra es una tabla ideal para los surfistas que están empezando y buscan su primera tabla de poliester. Hemos visto como alumnos de escuelas de surf que ya estaban cansados de surfear con tablas de espuma salían con una sonrisa enorme después de pasar un par de horas en el agua con una de estas tablas.
Si estás aprendiendo a hacer surf deberías considerar seriamente usar este tipo de tabla. Según tu peso y estatura necesitarás una medida o otra pero lo mejor es que contactes con nosotros y te aconsejaremos que medida necesitas.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/minimalibu-honey-lilac.jpg;Fun Boards;
tablasdesurf;Monster Twin;"La Monster Twin está inspirada en las mid lengths que se utilizaban para surfear en la Gold Coast de Australia hace décadas, pero con toques modernos en su outline, con una configuración de quillas twin y con una cola redonda estirada para mejorar el agarre en todo tipo de olas. Con esta tabla de surf notarás la velocidad debajo de tus pies y pasarás las secciones más complicadas sin problema.
Su rocker plano genera y mantiene el impulso incluso en los días con olas con muy poca fuerza, mientras que su 'Vee' en toda la tabla, desde la punta hasta la cola, con un doble cóncavo añadido a través de las quillas, ayuda a equilibrarse en las transiciones de canto a canto y a mantener su maniobrabilidad.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/honey-monster-twin.jpg;Fun Boards;
tablasdesurf;The Sting;"La tabla de surf Retro The Sting es una excelente opción para los amantes del surf más clásico y las líneas más puras que te permitirá montar un single fin con la posibilidad de añadir estabilizadores para olas más huecas. Tiene un rocker muy suave para aumentar la superficie de contacto de la tabla con el agua y mejorar su velocidad y rendimiento.
Esta tabla es compatible con todos los niveles de surf desde principiante hasta avanzado ya que se adapta perfectamente a las necesidades de cada surfista. Su cola Pin tail permite un mayor agarre en los giros y mejora el desplazamiento del agua en el bottom de la tabla. El centro de gravedad está desplazado hacia la punta para mejorar la remada y facilitar la entrada a la ola ofreciendo una gran estabilidad.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/sting-honey-surfboards-orange.jpg;Fun Boards;
tablasdesurf;The Biscuit;"Diseñada con la plantilla clásica de Biscuit que funciona increible los días de swell bajo y olas con poca fuerza gracias a su gran volumen. Te permitirá disfrutar en el agua los días de olas pequeñas realizando buenas maniobras y cogiendo muchas olas. No tengas miedo al volumen extra, te ayudará a sentirte libre y feliz!
La tabla Biscuit se caracteriza por tener un rocker suave y su centro de gravedad desplazado hacia la punta para facilitar mucho la remada y aumentar el número de olas surfeadas en cada sesión ya que pillarás más olas con menos esfuerzo. También notarás que es una tabla muy rápida gracias a la gran superficie de contacto de la tabla con el auga. La cola tiene un rocker suave terminado en cóncavo en V para ayudarte a realizar giros amplios.
Aunque es una tabla pensada para olas pequeñas hasta metro y medio la hemos probado en olas con fondo de roca y más de dos metros y aguanta muy bien el tamaño. La Biscuit es una opción muy recomendable si sólamente tienes una tabla y necesitas que vaya bien en todo tipo de condiciones y tamaños. Definitivamente es una tabla de surf indispensable en el quiver de todo surfista.
Su shape clásico inspirado en la mítica Biscuit de Channel Islands la convierte en uno de las tablas de surf más vendidas de Honey Surfboards.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/biscuit-yellow-orange7.jpg;Short Boards;
tablasdesurf;X-Kryptonite;"La X-Kriptonite es un tipo de material creado por accidente por Supergirl en un fallido intento de crear un antídoto para la kriptonita verde que dañaba a Superman. Este nuevo mineral tiene la característica de otorgar poderes superhumanos a cualquier ser vivo. Esta tabla de surf tiene un efecto parecido en cualquier surfista que la pruebe y le ayudará a surfear a un nivel superior al habitual.
Se caracteriza por tener un gran volumen en la zona del pecho lo que facilita la remada como nunca te lo has imaginado. Diseñada para surfear en olas con pared y poder carvear con fluidez. Su full outline te aportará gran rapidez y velocidad y su cola round tail permite giros cerrados en el pocket de la ola. Otra característica importante es su gran volumen en el foil en la zona centro de la tabla hasta un ajustado rail que permiten a la tabla agarrarse a la pared de la ola.
Este modelo tiene las ventajas de las tablas modernas y tablas retro y es compatible con todo tipo de nivel de surfista. Es una opción excelente para llevar de viaje o usar como tabla para todos los días ya que funciona con todo tipo de olas y tamaños, desde medio metro playero hasta olas de tres metros sin perder agarre en la pared de las olas y rápida para pasar las secciones.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/honey-kryptonite-blue.jpg;Short Boards;
tablasdesurf;Apple Pie;"Una de las mejores tablas de surf para el verano y días de olas pequeñas y con poca fuerza, aunque también funciona bien con olas de hasta un metro. Se recomienda siempre utilizar una medida de 3 ó 4 pulgadas más pequeña de la habitual ya que esta tabla de surf tiene mucho volumen. Si tu tabla normal es una 6'0 puedes encargar una 5'4'' o 5'6'' sin problema.
Tiene un rocker muy plano en la punta y su centro de gravedad está desplazado hacia el nose para mejorar la potencia de la remada y aumentar la velocidad y de esta manera poder pillar la ola más rápido gracias a la gran superficie de contacto con la ola. Rocker suave en la cola con doble cóncavo en V para un mejor control de las maniobras.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/apple-pie-carbon-tail.jpg;Short Boards;
tablasdesurf;Black Widow;"Excelente tabla de surf All Round gracias a su equilibrio de volumen desde la cola hasta la punta que te ayudará a aumentar la velocidad, remada y usabilidad en todo tipo de olas y condiciones. Es una auténtica pasada para surfistas de nivel medio que buscan una tabla de surf para uso diario ya que es compatible con olas pequeñas y sin demasiada fuerza hasta sesiones de surf 'overhead' con olas potentes.
También se recomienda para surfistas con nivel avanzado que quieren una tabla polivalente para verano con la que puedan surfear días de bajo swell.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/honey-black-widow.jpg;Short Boards;
tablasdesurf;Psycho Jumper;"La Psycho Jumper está diseñada para surfear con mucha velocidad y saltar sobre las olas con mucha facilidad. Su diseño está inspirado en la famosa Puddle Jumper de Lost Enterprises. Esta tabla de surf te permitirá surfear olas pequeñas y medianas sin perder confianza en las transiciones de canto a canto. Tiene bastante volumen para asegurar una remada potente y surfear al máximo cada baño.

Su amplio outline facilita la remada y te asegura pillar muchas olas en cada baño. También mejora el deslizamiento en la línea de la ola y la estabilidad para un mejor control de la tabla. Una de las mejores tablas para surfear olas con poca fuerza y salir contento del agua.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/psycho-jumper.jpg;Short Boards;
tablasdesurf;Rocket;"Una de las mejores opciones para los que buscan una tabla de surf All Round. Se caracteriza por su cola redondeada con wings que te permitirá realizar muy buenos giros y maniobras.
Su volumen central desplazado varias pulgadas hacia la punta te facilitará la remada y coger un mayor número de olas en cada sesión. También lleva un poco de volumen extra en la punta y en la cola para mejorar sus prestaciones. En su bottom lleva un buen doble cóncavo en V para incrementar el flujo del agua y ganar más velocidad para poder pasar secciones.
Buena opción para surfistas que necesiten una tabla con un poco más de volumen sin renunciar a una shortboard moderna. Se recomienda para olas de medio metro hasta los dos metros y para todo tipo de surfista.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/rocket-honey-surf-blue.fw.png;Short Boards;
tablasdesurf;Sugarbag;"La Sugarbag es una excelente tabla de surf para surfistas que quieren disfrutar de las olas los días que necesitan algo de ayuda en la remada. Está inspirada en la mítica tabla de surf Dumpster Diver de Channel Islands para surf high performance y de competición en olas medianas y pequeñas.
Recomendada para uso diario y todo tipo de olas ya que su volumen extra en la cola y punta le aporta una gran capacidad de remada, velocidad y estabilidad. Funciona muy bien en olas de playas gracias a su gran maniobrabilidad.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/honey-sugar-bag-azul.jpg;Short Boards;
tablasdesurf;The Digger;"The Digger es la tabla perfecta para las sesiones de surf más potentes y exigentes en las que el objetivo principal es meterse dentro del tubo y conseguir salir. Su outline te permitirá pasar las secciones críticas y gracias a su cola squash ganarás velocidad que te ayudará a realizar maniobras potentes y radicales. Excelente tabla para carving gracias a su rocker, outline y cantos.
Su rocker medio en la punta está pensado para superar los take off más críticos y luego se rebaja para permitir una buena remada y entrada en la ola. Tiene un doble cóncavo en V en el bottom para mejorar el flujo de agua en la zona de las quillas aumentando la velocidad de la tabla. Ideal para competición y surf potente en olas de 3/4 hasta los dos metros.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/digger-honey-orange.fw.png;Short Boards;
tablasdesurf;The Wasp;"Diseñada para un surf moderno high performance y para la competición. Responde muy bien en condiciones exigentes y olas potentes y permite un mayor control de las maniobras en las olas con tamaño y fuerza. Tiene un rocker pronunciado para asegurar los take offs arriesgados en olas huecas y permitir los giros muy cerrados con fuerza. Lleva una cola thumbnail para aguantar olas huecas y facilitar los giros y snaps.
La mayor diferencia que ofrece este modelo, es su anchura en la zona central de la tabla y su volumen desplazado hacia la punta, que la convierten en una máquina de pillar olas, pero permitiendo buenos giros cerrados gracias a sus finos cantos. Te ayudará a conseguir una mayor velocidad para poder realizar aéreos y maniobras radicales. Se recomienda usar una medida igual a tu estatura o incluso 2 pulgadas superior.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/wasp-honey-red.jpg;Short Boards;
tablasdesurf;Wave Killer;"La Honey Wave Killer te ofrece la posibilidad surfear con una tabla más corta y maniobrable en olas más grandes. Hemos añadido una punta más ancha y más volumen hacia adelante para compensar su menor tamaño que otras tablas semigun.
Te recomendamos surfear de 1 a 3 pies más corta que tu tabla habitual de olas grandes, ya que vas a contar con un 1/2'' más de ancho y 1/2'' de grosor. Con su combinación de una punta más llena, su mayor volumen, y un rocker de entrada suave, esta tabla de surf te ayudará a conseguir tu objetivo en casi cualquier ola que el océano tenga para ofrecerte.
Al ser más corta, la Wave Killer permite maniobrar mejor, a diferencia de las grandes semiguns más clásicas, que sólo permitían a los surfistas hacer un drop y correr la ola. También recomendamos surfearla con una configuración de cuatro quillas para conseguir la tabla más rápida posible. Esto te ayudará a salir del tubo, también a pasar las secciones largas, y maniobrar la tabla con más facilidad cuando lo necesites.";549,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/wave-killer-honey-surfboards.jpg;Short Boards;
tablasdesurf;Double Boiler;"The Double Boiler es la tabla perfecta ""All Round"" para entrar en el agua con todo tipo de condiciones y olas. Es una tabla indispensable en cualquier quiver y la compañera ideal para llevar de viaje cuando no sabes lo que te puedes encontrar.
Te permitirá surfear desde medio metro hasta sesiones de olas que te sobrepasen la cabeza sin problemas. Tiene más volumen que una tabla de surf convencional y un rocker más plano que te ofrece una mejor remada y estabilidad.
Medidas recomendadas para la fabricación:
Esta tabla es un modelo ""Legacy"" que lo podemos fabricar bajo pedido. Si estás interesado en tener una puedes contactar con nosotros.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/double-boiler-honey-surf6.jpg;Short Boards;
tablasdesurf;Monster Twin;"La Monster Twin está inspirada en las mid lengths que se utilizaban para surfear en la Gold Coast de Australia hace décadas, pero con toques modernos en su outline, con una configuración de quillas twin y con una cola redonda estirada para mejorar el agarre en todo tipo de olas. Con esta tabla de surf notarás la velocidad debajo de tus pies y pasarás las secciones más complicadas sin problema.
Su rocker plano genera y mantiene el impulso incluso en los días con olas con muy poca fuerza, mientras que su 'Vee' en toda la tabla, desde la punta hasta la cola, con un doble cóncavo añadido a través de las quillas, ayuda a equilibrarse en las transiciones de canto a canto y a mantener su maniobrabilidad.";489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/honey-monster-twin.jpg;Short Boards;
tablasdesurf;Performer;Esta es una de las mejores tablas de surf para surfistas de nivel medio y avanzado que buscan una tabla realizar surf ultra moderno y aéreos. Su bottom es sobre todo single cóncavo y se caracteriza por un flip agresivo terminado en un buen rocker. Tiene un full outline con bastante volumen para poder surfearla de la misma longitud que tu altura. No es una tabla para hacer sólamente aéreos, con ellas podrás hacer los giros más potentes que seas capaz.;489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/performer-honey-surfboards.fw.png;Short Boards;
tablasdesurf;Sandman;Esta tabla de surf es la opción perfecta si estás buscando una tabla performance para nivel intermedio y avanzado para todo tipo de olas, playa, reef o point break. Se caracteriza por tener algo más de volumen que una tabla normal por lo que que facilita la remada y con ella aumentarás el número de olas que Gracias a su cóncavo y el vee trasero te facilita las transiciones de canto a canto, muy rápida down the line y fácil de aterrizar maniobras aéreas. Diseñada para olas desde un cuarto de metro hasta que te superen la altura de la cabeza. Cola squash con volumen que te hará sentir como si fuese en un skate.;489,95;Honey;https://www.honeysurfboards.com/images/virtuemart/product/sandman-honey.jpg;Short Boards;
skates;Carver Surf Skate C7 LOST Retro Tripper 32'';"El CARVER LOST RETRO TRIPPER 32"" C7 SURFSKATE es ideal para mejorar tu técnica de surf en el asfalto y tecnificar maniobras fuera del agua.";298,87;Carver;https://www.singlequiver.com/40414-large_default/carver-lost-retro-tripper-32-c7-surfskate.jpg;;
skates;Carver Surf Skate C7 JOB Pink Tiger 33.5'';"El Carver JOB Pink Tiger 33.5"" es el surfskate perfecto para aquellos que buscan mejorar su técnica de surf en el asfalto. Diseñado para tecnificar maniobras fuera del agua, este modelo ofrece un control excepcional en carving y transiciones. Su diseño vibrante refleja el estilo único de Jamie O'Brien, haciendo de este surfskate una elección destacada para los entusiastas del surf.";308,55;Carver;https://www.singlequiver.com/40408-large_default/carver-job-pink-tiger-33-5-eje-c7-surfskate.jpg;;
skates;Carver Surf Skate C7 Trippy Hippy 30.25'';"El surfskate 30.25"" Trippy Hippy de Carver Skateboards es la herramienta perfecta para mejorar tu técnica de surf sobre el asfalto. Ideal para practicar maniobras fuera del agua, este modelo ofrece una experiencia de deslizamiento suave y controlada.";298,87;Carver;https://www.singlequiver.com/40405-large_default/30-25-trippy-hippy-c7-complete.jpg;;
skates;Carver Surf Skate CX CI Twin Pin 31.75'';"El Surfskate Carver CI TWIN PIN 31.75"" CX es la herramienta perfecta para mejorar tu técnica de surf en el asfalto. Diseñado para tecnificar maniobras fuera del agua, este surfskate ofrece un manejo suave y dinámico en todo tipo de terrenos.";298,87;Carver;https://www.singlequiver.com/40427-large_default/surfskate-carver-ci-twin-pin-31-75-cx.jpg;;
skates;Carver CX 31.75'' CI Mid Orange Surfskate;"El Surfskate Carver CI MID ORANGE 31,75"" C7 de CARVER es la herramienta perfecta para mejorar tu técnica de surf en el asfalto. Diseñado para tecnificar maniobras fuera del agua, este surfskate ofrece una experiencia única que simula la sensación de surfear olas.";298,87;Carver;https://www.singlequiver.com/40430-large_default/surfskate-carver-ci-mid-orange-31-75-c7.jpg;;
skates;Carver Surf Skate C7 JOB Pink Tiger 33.5'';"El Carver JOB Pink Tiger 33.5"" es el surfskate perfecto para aquellos que buscan mejorar su técnica de surf en el asfalto. Diseñado para tecnificar maniobras fuera del agua, este modelo ofrece un control excepcional en carving y transiciones. Su diseño vibrante refleja el estilo único de Jamie O'Brien, haciendo de este surfskate una elección destacada para los entusiastas del surf.";308,55;Carver;https://www.singlequiver.com/40408-large_default/carver-job-pink-tiger-33-5-eje-c7-surfskate.jpg;;
skates;Carver C7 31.25'' Dine' Skate Garden Surfskate;El surfskate Carver C7 31.25'' Dine' Skate Garden de Carver es la herramienta perfecta para mejorar tu técnica de surf sobre el asfalto. Ideal para practicar y perfeccionar maniobras fuera del agua, este surfskate ofrece una experiencia única que simula la sensación de surfear olas.;308,55;Carver;https://www.singlequiver.com/40452-large_default/carver-c7-31-25-dine-skate-garden-surfskate-complete.jpg;;
skates;"SurfSkate Carver Triton 30"" Spectral CX Wide";"El Carver Triton 30"" Spectral CX Wide es el Surfskate está recomendado para niños , chicas o riders de bajo peso.";199,00;Carver;https://www.singlequiver.com/23211-large_default/skate-carver-triton-red-diamond.jpg;;
skates;"Skate Carver Black Beauty 31.75"" C7 Raw";Tabla algo más larga con distancia entre los ejes, pretende devolverte el poder y el control. ¡Si buscar pintar líneas sobre el asfalto la Black Beauty 31.75” es para ti!;349,00;Carver;https://www.singlequiver.com/24593-large_default/skate-carver-black-beauty-3175-c7-raw.jpg;;
skates;"SurfSkate Triton 29"" Astral CX Wide";El nuevo Triton Astral 29” con ejes CX es el surfskate que debes comprar cuando no puedes tener más que un skate de surf en tu quiver.;199,00;Carver;https://www.singlequiver.com/29935-large_default/skate-carver-triton-xenon-29-cx-raw.jpg;;
skates;Skate Carver Resin CX RAW;El skate Carver Resin de 31 pulgadas es un skate de lo más surfero. Configurado con el sistema de ejes CX y C7 que te llevará directo al mar.;315,00;Carver;https://www.singlequiver.com/29925-large_default/skate-carver-resin-cx-raw.jpg;;
skates;"Skate 32"" Impala C5 RAW";"El Skate Carver 32"" Impala está diseñado para progresar sin parar en el Surf. Es la combinación perfecta del Surf y el Skate.";251,00;Carver;https://www.singlequiver.com/23703-large_default/skate-32-impala-c5-raw.jpg;;
skates;Miller Surfskate ARCADIA 30'';Miller Surfskate ARCADIA 30''' de Miller Division es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.;149,00;Miller;https://www.singlequiver.com/34725-large_default/miller-surfskate-arcadia-30-.jpg;;
skates;Miller Surfskate PARADISE 30'';Miller Surfskate PARADISE 30'' es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.;149,00;Miller;https://www.singlequiver.com/34731-large_default/miller-surfskate-paradise-30-.jpg;;
skates;"Miller Surfskate  FRONTSIDE 31.5""";"Miller Surfskate  FRONTSIDE 31.5"" es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.";149,00;Miller;https://www.singlequiver.com/34737-large_default/miller-surfskate-frontside-315.jpg;;
skates;"Miller Surfskate BIG WAVE 30,5"" X 9,6""";"Miller Surfskate BIG WAVE 30,5"" X 9,6"" es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.";185,00;Miller;https://www.singlequiver.com/34749-large_default/miller-surfskate-big-wave-305-x-96.jpg;;
skates;"Miller Surfskate BACKSIDE 31.5""";"Miller Surfskate BACKSIDE 31.5"" es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.";149,00;Miller;https://www.singlequiver.com/34743-large_default/miller-surfskate-backside-315.jpg;;
skates;"Miller Surfskate OCTOPUS 31"" X 9,7""";"Miller Surfskate OCTOPUS 31"" X 9,7"" es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.";189,00;Miller;https://www.singlequiver.com/34755-large_default/miller-surfskate-octopus-31-x-97.jpg;;
skates;"Miller Surfskate STRIPES 31,5"" X 10""";"Miller Surfskate STRIPES 31,5"" X 10"" es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.";151,20;Miller;https://www.singlequiver.com/34768-large_default/miller-surfskate-stripes-315-x-10.jpg;;
skates;"Miller Surfskate LETWORLD PRO 31"" X 9,8""";"Miller Surfskate LETWORLD PRO 31"" X 9,8"" es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.";189,00;Miller;https://www.singlequiver.com/34762-large_default/miller-surfskate-letworld-pro-31-x-98.jpg;;
skates;"Miller Surfskate STOKED 31,5"" X 10""";"Miller Surfskate STOKED 31,5"" X 10""  es un surfskate barato y con una calidad excepcional. Su eje delantero XRKP2, aporta un amplio radio de giro y es capaz de simular de una forma muy real los movimientos que hacemos sobre la tabla de surf.";113,40;Miller;https://www.singlequiver.com/34774-large_default/miller-surfskate-stoked-315-x-10-.jpg;;
skates;"YOW C-Hawk 33"" Christenson x Surfskate";"El YOW X Christenson C-Hawk 33"" Surfskate combina la maestría de shaping de Chris Christenson con la innovación ofreciendo una experiencia cercana al surf de raíl a raíl. Destaca por su diseño ancho y estabilidad mejorada, con un punto más ancho ubicado 10 cm por debajo del eje delantero y extendido hacia la cola. Incorpora un cóncavo medio y un rocker en la cola para mantener los pies seguros, montado sobre el sistema YOW Meraki S5 y ruedas Ura 66x51mm 78A para un agarre excepcional. Perfecto para quienes buscan control en giros cerrados y una sensación auténtica de surf en asfalto.";329,88;Yow;https://www.singlequiver.com/39233-large_default/yow-c-hawk-33-christenson-x-surfskate.jpg;;
skates;YOW San Onofre 36” Classic Series Surf skate;"El YOW San Onofre 35.5"" Surfskate es la elección perfecta para surfistas y skaters que buscan la fluidez y control de una tabla de surf de longitud media en asfalto. Inspirado en la versatilidad de las tablas mid-length, este modelo ofrece una experiencia única gracias a su diseño amplio y su larga distancia entre ejes de 20.75"", ideal para variar posturas y estilos de patinaje. Equipado con el sistema Meraki (S5) y ruedas Ura 66x51mm 78A para un agarre superior en cualquier superficie. Este surfskate garantiza durabilidad y rendimiento excepcional. Experimenta el surf en asfalto con el estilo y calidad que solo YOW puede ofrecer.";329,88;Yow;https://www.singlequiver.com/39234-large_default/yow-san-onofre-36-classic-series-surfskate.jpg;;
skates;"YOW Skalle Mini 30.5"" Christenson x Cruiser";YOW Christenson Skalle Mini es la versión más pequeña del surfskate superventas de YOW Christenson Skalle, una colaboración con el prestigioso shaper Chris Christenson. El YOW Mini Skalle es un cruiser todoterreno, ideal para los desplazamientos cotidianos. Las nueva ruedas YOW Lurra la convierten en una tabla surfskate muy especial y extremadamente divertida, agradable para principiantes y muy apreciada por personas con experiencia en skate.;195,00;Yow;https://www.singlequiver.com/39228-large_default/yow-skalle-mini-305-christenson-x-cruiser.jpg;;
skates;"YOW  Shadow 33.5"" Pyzel x Surfskate";La mejor fusión de YOW y Pyzel en un surfskate. El Yow Surfskate Pyzel Shadow es uno de nuestros skates de surf favoritos.;329,90;Yow;https://www.singlequiver.com/38132-large_default/yow-shadow-335-pyzel-x-surfskate.jpg;;
skates;"YOW Fanning Falcon Performer 33.5"" Signature Series Surfskate";"El YOW FANNING FALCON PERFORMER 33.5"" SURFSKATE es la última innovación en surfskate inspirada en el legendario power surfing de Mick Fanning. Este modelo único combina lo mejor del surfskate y el skate oldschool, con un diseño inspirado en las tablas pool-shape, un cóncavo pronunciado y rocker en ambos extremos para asegurar estabilidad y precisión en tus maniobras. Equipado con el sistema Meraki (S5) y ruedas Ura 66x51mm 80A, el Fanning Falcon Performer promete una experiencia de surf en asfalto sin precedentes. Perfecto para riders que buscan emular el surf de rail-to-rail y los giros verticales característicos de Mick.";329,88;Yow;https://www.singlequiver.com/39247-large_default/yow-fanning-falcon-performer-335-signature-series-surfskate-2024.jpg;;
skates;"YOW Arica 33"" High Performance Series Surfskate";El YOW ARICA surfskate destaca por su base ancha, un cóncavo pronunciado y rockers tanto en el nose como en el tail, ofreciendo una experiencia versátil en diversos tipos de terreno. Un skate surf que nos encanta como tecnificador de surf.;299,90;Yow;https://www.singlequiver.com/39248-large_default/yow-arica-33-high-performance-series-surfskate-2024.jpg;;
skates;"YOW Lotus 30"" Cruiser";"La Lotus 30"" es un Surf Cruiser versátil y reactivo, inspirado en el equilibrio entre skate y surf. Con 30"" de largo, 8.5"" de ancho y una distancia entre ejes de 14"", ofrece estabilidad y maniobrabilidad. Fabricada con 7 capas de arce Hard Rock, su diseño es perfecto para carving y movimientos fluidos.";195,00;Yow;https://www.singlequiver.com/39951-large_default/yow-lotus-30-cruiser.jpg;;
skates;"YOW  Aritz Aranburu 32.5"" Signature Series Surfskate";Nuevo YOW Aritz Aranburu  uno de los mejores surfskates para iniciarte en el mundo del surfskating;329,90;Yow;https://www.singlequiver.com/39177-large_default/yow-aritz-aranburu-325-signature-series-surfskate.jpg;;
skates;"YOW  La Jolla 35"" Power Surfing Series Surfskate";Nuevo modelo YOW surfskate Jolla 35″es la tabla más larga de la serie Power Surfing. La marca yow surf ha hecho la mezcla perfecta entre Riding Performance y Power Surfing en este nuevo surf skate.;329,90;Yow;https://www.singlequiver.com/39184-large_default/yow-la-jolla-35-power-surfing-series-surfskate.jpg;;
skates;"YOW  Medina Panthera 33.5"" Signature Series Surfskate";Nuevo YOW Gabriel Medina Phantera. El Medina Panthera 33,5″, antes el YOW Medina Camo, presenta ahora un nuevo diseño creado en colaboración por el artista israelí Or Kantor basándose en las directrices de Gabriel Medina.;329,90;Yow;https://www.singlequiver.com/39182-large_default/yow-medina-panthera-335-signature-series-surfskate.jpg;;
skates;"YOW  J-Bay 33"" Power Surfing Series Surfskate";Jeffreys Bay es uno de los cinco destinos más famosos para surfear en el mundo.;299,90;Yow;https://www.singlequiver.com/39187-large_default/yow-j-bay-33-power-surfing-series-surfskate.jpg;;
